2011-04-06;37499;4;6;4;2011
2011-04-07;34915;5;7;4;2011
2011-04-08;37470;6;8;4;2011
2011-04-09;40;7;9;4;2011
2011-04-10;1;1;10;4;2011
2011-04-11;38382;2;11;4;2011
2011-04-12;37410;3;12;4;2011
2011-04-13;35830;4;13;4;2011
2011-04-14;37752;5;14;4;2011
2011-04-15;33499;6;15;4;2011
2011-04-16;33;7;16;4;2011
2011-04-17;1;1;17;4;2011
2011-04-18;37778;2;18;4;2011
2011-04-19;36321;3;19;4;2011
2011-04-20;27805;4;20;4;2011
2011-04-21;3460;5;21;4;2011
2011-04-22;1;6;22;4;2011
2011-04-23;NULL;7;23;4;2011
2011-04-24;NULL;1;24;4;2011
2011-04-25;25000;2;25;4;2011
2011-04-26;40875;3;26;4;2011
2011-04-27;38079;4;27;4;2011
2011-04-28;36551;5;28;4;2011
2011-04-29;34129;6;29;4;2011
2011-04-30;728;7;30;4;2011
2011-05-01;3;1;1;5;2011
2011-05-02;14956;2;2;5;2011
2011-05-03;38379;3;3;5;2011
2011-05-04;38592;4;4;5;2011
2011-05-05;35849;5;5;5;2011
2011-05-06;31252;6;6;5;2011
2011-05-07;484;7;7;5;2011
2011-05-08;1;1;8;5;2011
2011-05-09;36795;2;9;5;2011
2011-05-10;38786;3;10;5;2011
2011-05-11;39253;4;11;5;2011
2011-05-12;43341;5;12;5;2011
2011-05-13;35513;6;13;5;2011
2011-05-14;55;7;14;5;2011
2011-05-15;NULL;1;15;5;2011
2011-05-16;34289;2;16;5;2011
2011-05-17;35411;3;17;5;2011
2011-05-18;34707;4;18;5;2011
2011-05-19;38233;5;19;5;2011
2011-05-20;33096;6;20;5;2011
2011-05-21;9;7;21;5;2011
2011-05-22;1;1;22;5;2011
2011-05-23;39997;2;23;5;2011
2011-05-24;34375;3;24;5;2011
2011-05-25;32100;4;25;5;2011
2011-05-26;38452;5;26;5;2011
2011-05-27;32926;6;27;5;2011
2011-05-28;15;7;28;5;2011
2011-05-29;7;1;29;5;2011
2011-05-30;35449;2;30;5;2011
2011-05-31;32955;3;31;5;2011
2011-06-01;35096;4;1;6;2011
2011-06-02;34679;5;2;6;2011
2011-06-03;31203;6;3;6;2011
2011-06-04;50;7;4;6;2011
2011-06-05;4;1;5;6;2011
2011-06-06;33615;2;6;6;2011
2011-06-07;33142;3;7;6;2011
2011-06-08;31841;4;8;6;2011
2011-06-09;35368;5;9;6;2011
2011-06-10;30176;6;10;6;2011
2011-06-11;15;7;11;6;2011
2011-06-12;5;1;12;6;2011
2011-06-13;23509;2;13;6;2011
2011-06-14;35735;3;14;6;2011
2011-06-15;34790;4;15;6;2011
2011-06-16;35511;5;16;6;2011
2011-06-17;44391;6;17;6;2011
2011-06-18;17;7;18;6;2011
2011-06-19;1;1;19;6;2011
2011-06-20;48258;2;20;6;2011
2011-06-21;40213;3;21;6;2011
2011-06-22;50912;4;22;6;2011
2011-06-23;20227;5;23;6;2011
2011-06-24;20291;6;24;6;2011
2011-06-25;15;7;25;6;2011
